#,headAR,bodyAR,headDV,bodyDV,footAR,footDV,headEN-HDN,bodyEN-HDN
212,١٠١ - دُعَاءُ المُقِيمِ لِلْمُسَافِرِ,٢١٢ - أَسْتَوْدِعُ اللَّهَ دِينَكَ، وَأَمَانَتَكَ، وَخَوَاتِيمَ عَمَلِكَ)) (1),𝟣𝟢𝟣 - ރަށުގައި މަޑުކުރާ މީހާ، ދަތުރުވެރިޔާއަށް ކޮށްދޭ ދުއާ,"""ތިބާގެ ދީނާއި، ތިބާގެ އަމާނަތާއި، (ތިބާގެ އަހުލުވެރިންނާއި، ތިބާ މީސްތަކުންނާ ހަވާލުކޮށްފައިވާ އަމާނާތް) އަދި ތިބާގެ އެންމެފަހުގެ އަމަލު، އަހުރެން ﷲ އާ ހަވާލުކުރަމެވެ.""",,,𝟣𝟢𝟣 Supplication of the resident for the traveller,"I leave your religion in the care of Allah, as well as your safety, and the last of your deeds."
213,١٠١ - دُعَاءُ المُقِيمِ لِلْمُسَافِرِ,٢١٣ - ((زَوَّدَكَ اللَّهُ التَّقْوَى، وَغَفَرَ ذَنْبَكَ، وَيَسَّرَ لَكَ الخَيْرَ حَيْثُ ما كُنْتَ)) (2),𝟣𝟢𝟣 - ރަށުގައި މަޑުކުރާ މީހާ، ދަތުރުވެރިޔާއަށް ކޮށްދޭ ދުއާ,"""ﷲ ތިބާއަށް ދަތުރުޒާދެއްގެ ގޮތުގައި ތަގްވާވެރިކަން ލައްވާށިއެވެ! އަދި އެ އިލާހު ތިބާގެ ފާފަ ފުއްސަވާށިއެވެ! އަދި ތިބާވީ ކޮންމެތަނެއްގައި ތިބާއަށް އެ އިލާހު ހެޔޮކަންތައް ފަހިކޮށްދެއްވާށިއެވެ!""",,,𝟣𝟢𝟣 Supplication of the resident for the traveller,"May Allah give you piety as your provision, forgive your sins, and make goodness easy for you wherever you are."
214,١٠٢ - التَّكبيرُ والتَّسبِيحُ في سَيْرِ السَّفَرِ,٢١٤ - قَالَ جَابِرٌ - رضي الله عنه -: ((كُنَّا إِذَا صَعَدْنَا كَبَّرْنَا، وَإِذَا نَزَلْنَا سَبَّحْنَا)) (3),𝟣𝟢𝟤 - ދަތުރުމަތީގައި (އަރަމުން ނުވަތަ ފައިބަމުން) ކިޔާ ތަކްބީރާއި ތަސްބީހަ,"""ﷲ ރުއްސުންލެއްވި ޖާބިރުގެފާނުގެ ކިބައިން ރިވާވެގެންވެއެވެ. އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ""އަހުރެމެން ދަތުރުކުރަމުންދާއިރު، އުސްތަނަކަށް އަރާނަމަ، ތަކުބީރު (އެބަހީ اللهُ أَكْبَر އޭ) ކިޔަމުއެވެ. އަދި އުސްތަނަކުން ތިރިޔަށް ފައިބާއިރު، ތަސްބީހަ (އެބަހީ سُبْحاَنَ اللهِ އޭ) ކިޔަމުއެވެ.""",,,𝟣𝟢𝟤 Takbir and Tasbih during travel,"Jabir (ra), said: Whenever we went up a hill we would say Allāhu Akbar (Allah is the Most Great) and when we descended we would say Subḥānallāh (Glory is to Allah)."
215,١٠٣ - دُعاءُ المُسَافِرِ إِذَا أَسْحَرَ,٢١٥ - ((سَمَّعَ سَامِعٌ بِحَمْدِ اللَّهِ، وَحُسْنِ بَلَائِهِ عَلَيْنَا، رَبَّنَا صاحِبْنَا، وَأَفْضِلْ عَلَيْنَا، عَائِذاً بِاللَّهِ مِنَ النَّارِ)) (1),𝟣𝟢𝟥 - ރޭގަނޑުގެ ފަހު ވަގުތުގައި ދަތުރުވެރިޔާ ކިޔާ ދުއާ,"""(އަޅަމެން) ﷲ އަށް ހަމްދުކުރާ އަޑު އަދި އެ އިލާހު އަޅަމެންގެ މައްޗަށް ލެއްވި ނިއުމަތްތައް (އަޅަމެން ބަޔާންކުރާ އަޑު) އަޑުއަހާ ފަރާތަކުން އައްސަވައިފިއެވެ. އަޅަމެންގެ ރައްބެވެ! އަޅަމެންގެ އެކުވެރިޔަކުކަމުގައި ވޮޑިގަންނަވާނދޭވެ! އަދި އަޅަމެންގެ މައްޗަށް ފަޟުލުވަންތަވެ ވޮޑިގަންނަވާނދޭވެ! (މި އަޅާ މިދުއާމިކުރަނީ) ނަރަކައިގެ އަޒާބުން ރައްކާތެރިކޮށްދެއްވުމަށް އެދި ﷲ ގެ ހަޒްރަތުން ދަންނަވާ ޙާލުގައެވެ.""",,,𝟣𝟢𝟥 Prayer of the traveller as dawn approaches,"He Who listens has heard that we praise Allah for the good things He gives us. Our Lord, be with us and bestow Your favor upon us. I seek the protection of Allah from the Fire."
216,١٠٤ - الدُّعَاءُ إِذَا نَزَلَ مَنْزِلاً فِي سَفَرٍ أَوْ غَيْرِهِ,٢١٦ - ((أَعُوذُ بِكَلِمَاتِ اللَّهِ التَّامَّاتِ مِنْ شَرِّ مَا خَلَقَ)) (2),𝟣𝟢𝟦 - ދަތުރުމަތީގައި ނުވަތަ އެ ނޫންވެސް ޙާލެއްގައި ތަނެއްގައި މަޑުކުރާއިރު ކިޔާ ދުއާ,"""ﷲ ގެ ފުރިހަމަވެގެންވާ ކަލިމަފުޅުތައް މެދުވެރިކޮށް، އެ އިލާހު ހެއްދެވި އެންމެހައި މަޚުލޫގުންގެ ނުބައިކަމުން މި އަޅާ (އެ އިލާހުގެ ހަޒްރަތުން) ރައްކާތެރިކަމަށް އެދެމެވެ.""",,,𝟣𝟢𝟦 Stopping or lodging somewhere in travel and otherwise,I seek refuge in the Perfect Words of Allah from the evil of what He has created.
217,١٠٥ - ذِكْرُ الرُّجُوعِ مِنَ السَّفَرِ,٢١٧ - ((يُكَبِّرُ عَلَى كُلِّ شَرَفٍ ثَلَاثَ تَكْبِيرَاتٍ ثُمَّ يَقُولُ: لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ، وَلَهُ الْحَمْدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ، آيِبُونَ، تَائِبُونَ، عَابِدُونَ، لِرَبِّنا حَامِدُونَ، صَدَقَ اللَّهُ وَعْدَهُ، وَنَصَرَ عَبْدَهُ، وَهَزَمَ الْأَحْزابَ وَحْدَهُ)) (1),𝟣𝟢𝟧 - ދަތުރުން އެނބުރި އަންނައިރު ކިޔާ ޒިކުރު,"""ﷲ މެނުވީ އަޅުކަންވެވުން ހައްގުވެގެންވާ އެހެންއެއްވެސް އިލާހަކު ނުވެއެވެ. އެ އިލާހު އެއްކައުވަންތައެވެ. އެ އިލާހަށް އެއްވެސް ބައިވެރިއަކު ނުވެއެވެ. އެންމެހާ ވެރިކަމަކާއި އެންމެހާ ހަމްދު ތައުރީފެއް ލިބިވޮޑިގެންވަނީ އެ އިލާހަށެވެ. އަދި އެ އިލާހީ ހުރިހާކަމެއްގެ މައްޗަށް ކުޅަދުންވަންތަވެ ވޮޑިގެންވާ އިލާހެވެ. (އަޅަމެންނީ ދަތުރު ނިންމާފައި) އެނބުރި ދާބަޔަކީމުއެވެ. ތައުބާވާ ބަޔަކީމުއެވެ. އަޅުކަންކުރާ ބަޔަކީމުއެވެ. ހަމައެކަނި އަޅަމެންގެ ވެރި އިލާހަށް ހަމްދުކުރާ ބަޔަކީމުއެވެ. ﷲ އެ އިލާހުގެ ވައުދުފުޅު ތެދުކޮށްދެއްވައިފިއެވެ. އަދި އެ އިލާހުގެ އަޅާއަށް ނަސްރުދެއްވައިފިއެވެ. އަދި ދުޝްމިނު ޖަމާއަތްތައް ގިނިކަންޏާ ބަލިކުރައްވައިފިއެވެ.""",,,𝟣𝟢𝟧 While returning from travel,"From every elevated point say Allāhu Akbar (Allah is the Most Great) three times and then recite:

None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise, and He is Able to do all things. We return repentant to our Lord, worshipping our Lord, and praising our Lord. He fulfilled His Promise, He aided His slave, and He alone defeated the Confederates."
218,١٠٦ - مَا يَقُولُ مَنْ أَتَاهُ أَمْرٌ يَسُرُّهُ أَوْ يَكْرَهُهُ,٢١٨ - ((كَانَ النَّبِيُّ ﷺ إِذَا أَتَاهُ الْأَمْرُ يَسُرُّهُ قَالَ: ((الْحَمْدُ لِلَّهِ الَّذِي بِنِعْمَتِهِ تَتِمُّ الصَّالِحَاتُ)) وَإِذَا أَتَاهُ الْأَمْرُ يَكْرَهُهُ قَالَ: ((الْحَمْدُ لِلَّهِ عَلَى كُلِّ حَالٍ)) (1),𝟣𝟢𝟨 - އުފާވެރި ނުވަތަ ނުރުހެވޭ ކަމެއް ދިމާވުމުން ކިޔާ ޒިކުރު,"""ހުރިހާ ހެޔޮ އަމަލެއް، އެއިލާހުގެ ނިއުމަތުގެ ސަބަބުން ފުރިހަމަވާ ﷲ އަށް ހަމްދުހުއްޓެވެ."" 
 
 އަދި رسول الله ﷺ އަށް ނުރުހެވޭ ޚަބަރެއް ލިބިވަޑައިގަންނަވާ ހިނދު، މިފަދައިން ވިދާޅުވެއެވެ. ""ހުރިހާ ހާލަތެއްގައިވެސް ﷲ އަށް ހަމްދުހުއްޓެވެ.""",,,𝟣𝟢𝟨 What to say upon receiving pleasing or displeasing news,"When something happened that pleased him, the Prophet (ﷺ) used to say: Praise is to Allah Who by His blessings all good things are perfected.

And if something happened that displeased him, he used to say: Praise is to Allah in all circumstances."
219,١٠٧ - فَضْلُ الصَّلَاةِ عَلَى النَّبيِّ ﷺ,٢١٩ - قَالَ النَّبِيُّ ﷺ: ((مَنْ صَلَّى عَلَيَّ صَلَاةً صَلَّى اللَّهُ عَلَيْهِ بِهَا عَشْراً)) (2),𝟣𝟢𝟩 - ރަސޫލު ﷲ ﷺ ގެ މައްޗަށް ސަލަވާތް ލެއްވުމުގެ މާތްކަން,"ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ. ""ތިމަން ނަބިއްޔާގެ މައްޗަށް އެއްފަހަރު ސަލަވާތް ކިޔަވައިފިމީހާ ދަންނައެވެ. ﷲ އޭނާގެ މައްޗަށް ދިހަފަހަރު ރަހުމަތްލައްވާނެއެވެ.""",,,𝟣𝟢𝟩 Excellence of sending prayers upon the Prophet ﷺ,"The Prophet (ﷺ) said: ""Whoever prays for Allah's blessings upon me once, will be blessed for it by Allah ten times."""
220,١٠٧ - فَضْلُ الصَّلَاةِ عَلَى النَّبيِّ ﷺ,٢٢٠ - وَقَالَ ﷺ: ((لَا تَجْعَلُوا قَبْرِي عِيداً وَصَلُّوا عَلَيَّ؛ فَإِنَّ صَلَاتَكُم تَبْلُغُنِي حَيْثُ كُنْتُمْ)) (1),𝟣𝟢𝟩 - ރަސޫލު ﷲ ﷺ ގެ މައްޗަށް ސަލަވާތް ލެއްވުމުގެ މާތްކަން,"އަދިވެސް އެކަލޭގެފާނު ޙަދީޘް ކުރެއްވިއެވެ. ""ތިމަން ނަބިއްޔާގެ މަހާނަފުޅު އީދުކުރާ ތަނެއްކަމުގައި ތިޔަބައިމީހުން ނުހަދާށެވެ. އަދި ތިޔަބައިމީހުން ތިމަން ނަބިއްޔާގެ މައްޗަށް ސަލަވާތްކިޔަވާށެވެ. އެހެނީ ހަމަކަށަވަރުން ތިޔަބައިމީހުން ކިޔަވާސަލަވާތް ތިމަން ނަބިއްޔާގެ އަރިހަށް ފޯރާނެތެވެ. އެއީ ތިޔަބައިމީހުން ކޮންމެތަނެއްގައި ވީނަމަވެސްމެއެވެ.""",,,𝟣𝟢𝟩 Excellence of sending prayers upon the Prophet ﷺ,"The Prophet (ﷺ) said: ""Do not make my grave a place of ritual celebration, but pray for Allah's blessings upon me, for your blessings reach me from wherever you are."
221,١٠٧ - فَضْلُ الصَّلَاةِ عَلَى النَّبيِّ ﷺ,٢٢١ - وَقَالَ ﷺ: ((الْبَخِيلُ مَنْ ذُكِرْتُ عِنْدَهُ فَلَمْ يُصَلِّ عَلَيَّ)) (2),𝟣𝟢𝟩 - ރަސޫލު ﷲ ﷺ ގެ މައްޗަށް ސަލަވާތް ލެއްވުމުގެ މާތްކަން,"އަދިވެސް އެކަލޭގެފާނު ޙަދީޘް ކުރެއްވިއެވެ. ""ބަޚީލު މީހާއަކީ އެމީހާގެ ގާތުގައި ތިމަން ނަބިއްޔާގެ ނަންފުޅުގަނެވޭ ހިނދު، ތިމަން ނަބިއްޔާގެ މައްޗަށް ސަލަވާތް ނުކިޔަވާމީހާއެވެ.""",,,𝟣𝟢𝟩 Excellence of sending prayers upon the Prophet ﷺ,"The Prophet (ﷺ) said: ""The stingy person is the one in whose presence I am mentioned yet does not pray for Allah's blessings upon me.""The Prophet (ﷺ) said: ""The miser is the one in whose presence I am mentioned yet does not pray for Allah's blessings upon me."""
222,١٠٧ - فَضْلُ الصَّلَاةِ عَلَى النَّبيِّ ﷺ,٢٢٢ - وَقَالَ ﷺ: ((إِنَّ لِلَّهِ مَلَائِكَةً سَيَّاحِينَ فِي الْأَرْضِ يُبَلِّغُونِي مِنْ أُمَّتِي السَّلَامَ)) (3),𝟣𝟢𝟩 - ރަސޫލު ﷲ ﷺ ގެ މައްޗަށް ސަލަވާތް ލެއްވުމުގެ މާތްކަން,"އަދިވެސް އެކަލޭގެފާނު ޙަދީޘް ކުރެއްވިއެވެ. ""ބިންމަތީގައި ދަތުރުފަތުރުކޮށް އުޅުއްވާ، ﷲ ގެ މަލާއިކަތުންތަކެއް ވެއެވެ. ތިމަން ނަބިއްޔާގެ އުންމަތުގެ މީސްތަކުން ތިމަން ނަބިއްޔާއަށް ކުރާސަލާމް އެބޭކަލުން ތިމަން ނަބިއްޔާއަށް ފޯރުކޮށްދެއްވަތެވެ.""",,,𝟣𝟢𝟩 Excellence of sending prayers upon the Prophet ﷺ,"The Prophet (ﷺ) said: ""Indeed Allah has angels who roam the earth and they convey to me the greetings (or prayers of peace) of my Ummah (nation)."""
223,١٠٧ - فَضْلُ الصَّلَاةِ عَلَى النَّبيِّ ﷺ,٢٢٣ - ((وَقَالَ ﷺ: ((مَا مِنْ أَحَدٍ يُسَلِّمُ عَلَيَّ إِلَّا رَدَّ اللَّهُ عَلَيَّ رُوحِيَ حَتَّى أَرُدَّ عَلَيْهِ السَّلَامَ)) (1),𝟣𝟢𝟩 - ރަސޫލު ﷲ ﷺ ގެ މައްޗަށް ސަލަވާތް ލެއްވުމުގެ މާތްކަން,"އަދިވެސް އެކަލޭގެފާނު ޙަދީޘް ކުރެއްވިއެވެ. ""އެމީހެއްގެ ސަލާމަށް ޖަވާބު ދެއްވުމަށްޓަކައި، ﷲ ތިމަންކަލޭގެފާނުގެ ފުރާނަފުޅު ތިމަންކަލޭގެފާނަށް ރައްދުނުކުރައްވާ ގޮތަކަށް ހަމައެކަކުވެސް ތިމަންކަލޭގެފާނަށް ސަލާމެއް ނުކުރެއެވެ.""",,,𝟣𝟢𝟩 Excellence of sending prayers upon the Prophet ﷺ,"The Prophet (ﷺ) said: ""No one sends greetings (or prayers of peace) upon me but Allah returns my soul to me so that I may return his greetings."""
224,١٠٨ - إِفْشَاءُ السَّلَامِ,٢٢٤ - قَالَ رَسُولُ اللَّهِ ﷺ: ((لَا تَدْخُلُوا الْجَنَّةَ حَتَّى تُؤْمِنُوا، وَلَا تُؤْمِنُوا حَتَّى تَحَابُّوا، أَوَلَا أَدُلُّكُم عَلَى شَيْءٍ إِذَا فَعَلْتُمُوهُ تَحَابَبْتُم، أَفْشُوا السَّلَامَ بَيْنَكُمْ)) (2),𝟣𝟢𝟪 - ސަލާމް ފެތުރުން,"رسول الله ﷺ ޙަދީޘް ކުރެއްވިއެވެ. ""ތިޔަބައިމީހުން އީމާންވެއްޖައުމަށް ދާންދެން ތިޔަބައިމީހުން ސުވަރުގެއަކަށް ނުވަންނާނެތެވެ. އަދި ތިޔަބައިމީހުން އެކަކުއަނެކުދެކެ ލޯބިވެއްޖައުމަށް ދާންދެން ތިޔަބައިމީހުން އީމާންވިކަމުގައި ނުވެތެވެ. ތިޔަބައިމީހުން އެކަމެއްކޮށްފިނަމަ، ތިޔަބައިމީހުން އެކަކު އަނެކަކު ދެކެ ލޯބިވާނެ ކަމެއް ތިމަން ނަބިއްޔާ ތިޔަބައިމީހުންނަށް ބުނެދެއްވަން ހެއްޔެވެ؟ ތިޔަބައިމީހުންގެ މެދުގައި ސަލާމް އާންމުކުރާށެވެ.""",,,𝟣𝟢𝟪 Excellence of spreading the Islamic greeting,"The Prophet (ﷺ) said: ""You shall not enter Paradise until you believe, and you have not believed until you love one another. Shall I tell you of something you can do to make you love one another? Spread the greetings of Salam (peace) amongst yourselves (i.e. between each other)."
225,١٠٨ - إِفْشَاءُ السَّلَامِ,٢٢٥ - ((ثَلَاثٌ مَنْ جَمَعَهُنَّ فَقَدْ جَمَعَ الْإِيمَانَ: الْإِنْصَافُ مِنْ نَفْسِكَ، وَبَذْلُ السَّلَامِ لِلْعَالَمِ، وَالْإِنْفَاقُ مِنَ الإِقْتَارِ)) (3),𝟣𝟢𝟪 - ސަލާމް ފެތުރުން,"ﷲ ރުއްސުންލެއްވި ޢައްމާރު ބުނު ޔާސިރުގެ ކިބައިން ރިވާވެގެންވެއެވެ. އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ""ތިންކަމެއް ޖަމާކޮށްފިމީހާ، ފަހެ ހަމަކަށަވަރުން އީމާންކަން ޖަމާކޮށްފިއެވެ. އެއީ އަމިއްލަ ނަފްސަށް އިންސާފުވެރިވުމާއި، އެންމެހާ މީސްތަކުންނަށް ސަލާމްކުރުމާއި، އަތްމަތި ދަތި ޙާލުވެސް، ﷲ ގެ މަގުގައި ހޭދަކުރުމެވެ.""",,,𝟣𝟢𝟪 Excellence of spreading the Islamic greeting,"Three characteristics, whoever combines them, has completed his faith: to be just, to spread greetings to all people and to spend (charitably) out of the little you have."
226,١٠٨ - إِفْشَاءُ السَّلَامِ,٢٢٦ - وَعَنْ عَبْدِ اللَّهِ بْنِ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا: أنَّ رَجُلاً سَأَلَ النَّبِيَّ ﷺ أيُّ الْإِسْلَامِ خَيْرٌ قَالَ: ((تُطْعِمُ الطَّعَامَ، وَتَقْرأُ السَّلَامَ عَلَى مَنْ عَرَفْتَ وَمَنْ لَمْ تَعْرِفْ)) (1),𝟣𝟢𝟪 - ސަލާމް ފެތުރުން,"ﷲ ރުއްސުންލެއްވި ޢަބްދު ﷲ ބުނު ޢުމަރުގެ ކިބައިން ރިވާވެގެންވެއެވެ. އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ހަމަކަށަވަރުން މީހަކު ނަބިއްޔާ ﷺ އާ ސުވާލުކުރިއެވެ. ""އިސްލާމްދީނުގައި އެންމެހެޔޮކަންތަކަކީ ކޮބައިތޯއެވެ؟"" ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ. ""(ފަގީރުންނަށް) ތިބާ ކާންދިނުމާއި، ތިބާ ދަންނަ މީހުންނަށާއި ނުދަންނަ މީހުންނަށް ތިބާ ސަލާމްކުރުމެވެ.""",,,𝟣𝟢𝟪 Excellence of spreading the Islamic greeting,"`Abdullah bin `Umar (RA) said: A man asked the Prophet (ﷺ), ""What is the best act of Islam?"" He said, ""To feed others and to give greetings of Salam (peace) to those whom you know and to those whom you do not know. """
