ayahW2W,ayahDV
كَذَٰلِكَ = އެފަދައިން. نَقُصُّ عَلَيْكَ = (އޭ رَسُوْلُ الله އެވެ.) ތިމަންރަސްކަލާނގެ ކަލޭގެފާނަށް ވާހަކަ ކިޔައިދެމެވެ. مِنْ أَنبَاءِ مَا قَدْ سَبَقَ = އިސްވެދިޔަ أمّة ތަކުގެ خبر ތައް. وَقَدْ آتَيْنَاكَ = އަދި ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ ކަލޭގެފާނަށް ދެއްވީމެވެ. مِن لَّدُنَّا = ތިމަންރަސްކަލާނގެ حضرة ން. ذِكْرًا = ذِكر އެއް. އެބަހީ: ކީރިތި قرآن.,(99) (އޭ رَسُوْلُ الله އެވެ.) އިސްވެދިޔަ أمّة ތަކުގެ خبر ތައް ކަލޭގެފާނަށް ތިމަންރަސްކަލާނގެ މިކިޔައިދެނީ އެފަދައިންނެވެ. އެއީ موسى عليه السّلام ގެ خبر ތައްވެސް މިކިޔައިދިންފަދައިންނެވެ. އަދި ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ حضرة ން ކަލޭގެފާނަށް ذِكر އެއް އަތުވެއްޖެއެވެ. އެއީ ކީރިތި قرآن އެވެ.
مَّنْ أَعْرَضَ عَنْهُ = އެއިން އެނބުރި ދުރުވެގެންފިމީހާ. (އެބަހީ: قرآن ން ދުރުވެގެންފިމީހާ). فَإِنَّهُ يَحْمِلُ = ހަމަކަށަވަރުން އެމީހާ އުފުލާނެއެވެ. يَوْمَ الْقِيَامَةِ = قيامة ދުވަހުން. وِزْرًا = ފާފައެއް. (ބޮޑުވެގެންވާ ފާފައެއް).,(100) އެ قرآن ން އެނބުރި ފުރަގަސްދީފިމީހާ ހަމަކަށަވަރުން އެމީހާ قيامة ދުވަހުން ބޮޑުވެގެންވާ ބަރެއް އުފުލާނެއެވެ. އެއީ ފާފައިގެ ބަރެވެ.
خَالِدِينَ فِيهِ = އެމީހުން (އެފާފައިގެ ސަބަބުން ނަރަކައިގައި) ދެމިތިބޭ حال. وَسَاءَ لَهُمْ = އަދި އެމީހުންނަށް ނުބައިވެގެންވެއެވެ. يَوْمَ الْقِيَامَةِ = قيامة ދުވަހުން. حِمْلًا = އުފުލުން.,(101) އަދި އެފާފައިގެ ސަބަބުން އެފަދަ މީހުން ނަރަކައިގައި ދެމިތިބޭހުއްޓެވެ. قيامة ދުވަހުން އެމީހުން އެއުފުލާ ބުރައިގެ ހުރި ނުބައިކަމާއެވެ.
يَوْمَ يُنفَخُ فِي الصُّورِ = ތާޅަފިލި ފުންމެވޭދުވަހު. وَنَحْشُرُ الْمُجْرِمِينَ يَوْمَئِذٍ = އަދި ތިމަންރަސްކަލާނގެ ނުބައިނުލަފާ މީހުން އެދުވަހުން محشر ކުރައްވާހުށީމެވެ. زُرْقًا = (ލޯތައް) ނޫވެގެންވާ حال.,(102) ތާޅަފިލި ފުންމެވޭދުވަހު (އެއީ قيامة ދުވަހެވެ.) ނުބައިނުލަފާމީހުން، ތިމަންރަސްކަލާނގެ އެދުވަހުން محشر ކުރައްވާހުށީ ލޯތައް ނޫވެގެންވާ حال ގައެވެ. (އެއީ ފެންބޮވައިގަތުމުގެ ގަދަކަމުން ލޯތަކަށްވާ ގޮތެއްކަމުގައި ބުނެވެއެވެ. والله أعلم.)
يَتَخَافَتُونَ بَيْنَهُمْ = އެމީހުންގެ މެދުގައި ސިއްރުސިއްރުން ބުނާނެއެވެ. (އެކަކު އަނެކަކަށް). إِن لَّبِثْتُمْ = ކަލޭމެން ދުނިޔޭގައި ލަސްވެނުތިބެއެވެ. (ނުވަތަ ކަށްވަޅުގައި ލަސްވެނުތިބެއެވެ.) إِلَّا عَشْرًا = ދިހަދުވަހު މެނުވީ.,(103) އެމީހުންގެމެދުގައި (އެދުވަހުން) ސިއްރުސިއްރުން ވައިއަޑުން އެކަކު އަނެކަކަށް ބުނާނެއެވެ. ތިޔަބައިމީހުން (ދުނިޔޭގައި / ނުވަތަ ކަށްވަޅުގައި) ހަމަ އެންމެ ދިހަރޭ ނޫނީ ނުތިބެއެވެ.
نَّحْنُ أَعْلَمُ = ތިމަންރަސްކަލާނގެ ދެނެވޮޑިގަތުންބޮޑެވެ. بِمَا يَقُولُونَ = އެމީހުން އެބުނާ އެއްޗެއް. إِذْ يَقُولُ = ބުނާހިނދު. أَمْثَلُهُمْ طَرِيقَةً = އެމީހުންކުރެ ބުއްދީގެގޮތުން އެންމެ ފުރިހަމަމީހުން. إِن لَّبِثْتُمْ = ކަލޭމެން ލަސްވެނުތިބެއެވެ. إِلَّا يَوْمًا = އެންމެދުވަހަކުމެނުވީ.,"(104) އެމީހުން އެބުނާއެއްޗެއް (އެހާ ސިއްރުން ބުނާއިރުވެސް) ތިމަންރަސްކަލާނގެ ދެނެވޮޑިގަތުންބޮޑެވެ. އެމީހުންގެތެރޭގައި ތިބި ބުއްދީގެގޮތުން އެންމެ ފުރިހަމަމީހުންވެސް ބުނީ ތިޔަބައިމީހުން އެންމެ ދުވަހަކުމެނުވީ (ދުނިޔޭގައި / ނުވަތަ ކަށްވަޅުގައި) ލަސްވެނުތިބެއެވެ.
• ދަންނައެވެ. ބުއްދިޔާއި ދެނެގަތުމުގެ ގޮތުން އެންމެ ރަނގަޅުމީހުންވެސް އެވަގުތު މިފަދަ ބަހެއް މިބުނީ އެވަގުތުގެ ބިރުވެރިކަމާއި ކަންތައްގަނޑު ބޮޑުވުމުގެ ސަބަބުންނެވެ. ދެން އަދި އާދައިގެ ދަށްމީހުންނަށް ކިހާވަރެއްވާނެހެއްޔެވެ؟"
وَيَسْأَلُونَكَ = އަދި އެމީހުން ކަލޭގެފާނާ ސުވާލުކުރާނެއެވެ. عَنِ الْجِبَالِ = ފަރުބަދަތަކާއިމެދު (قيامة ދުވަހުން ފަރުބަދަތަކަށްވާނޭގޮތަކާއިމެދު). فَقُلْ = ފަހެ ކަލޭގެފާނު ވިދާޅުވާށެވެ. يَنسِفُهَا رَبِّي = ތިމަންކަލޭގެފާނުންގެ ربّ އެތަކެތިހުރި ތަނުން ލުއްސަވާލައްވާ އަދި ވަޔަށް ބުރުއްސަވާލައްވާހުއްޓެވެ. نَسْفًا = ކަނޑައެޅިގެން ލުއްސަވާލެއްވުމަކުން.,(105) އަދި قيامة ދުވަހުން ފަރުބަދަތަކަށްވާނޭގޮތަކާއިމެދު އެމީހުން ކަލޭގެފާނާއި ސުވާލުކުރާނެއެވެ. ފަހެ ކަލޭގެފާނު ވިދާޅުވާށެވެ. ތިމަންކަލޭގެފާނުންގެ ربّ އެތަކެތި އެހުރިތަނުން ލުއްސަވައި ކުދިކުދި ކުރައްވާ ބުރުއްސަވާލައްވާހުއްޓެވެ.
فَيَذَرُهَا = ފަހެ އެފަރުބަދަތައް ހުރިތަންތަން އެކަލާނގެ ދޫކުރައްވާހުއްޓެވެ. / ލައްވާހުއްޓެވެ. قَاعًا صَفْصَفًا = އަޑި ގުޑަންކަމެއްނެތް ގަހެއްނެތް ހުސްއޮމާން ބިމަކަށް.,(106) ދެން އެފަރުބަދަތައް ހުރިތަންތަން އަޑިގުޑަންކަމެއްނެތް އަދި އެއްވެސް އެއްޗެއް ނެތް އޮމާން ހުސް ބިމަކަށް އެކަލާނގެ ހައްދަވާހުއްޓެވެ.
لَّا تَرَىٰ فِيهَا = ކަލޭގެފާނު ދެކެވަޑައި ނުގަންނަވާނެއެވެ. عِوَجًا وَلَا أَمْتًا = އެއްވެސް ގުދުގުދުކަމެއް އަދި އުސްކަމެއްވެސް.,(107) އެބިމުން އެއްވެސް ގުދުކަމެއް އަދި އެއްވެސް އުސްކަމެއް ކަލޭގެފާނު ދެކެވަޑައި ނުގަންނަވާނެއެވެ.
يَوْمَئِذٍ = އެދުވަހުން. يَتَّبِعُونَ = އެމީހުން تبع ވާ ހުއްޓެވެ. الدَّاعِيَ = ގޮވާ ބޭކަލަކާއި. لَا عِوَجَ لَهُ = ހަމަ އެބޭކަލަކާ ދިމާއަށް ސީދާކަމާއި އަވަސްކަމާއެކު. (އެއްވެސް ކަތިކަމެއްނެތި). وَخَشَعَتِ الْأَصْوَاتُ = އަދި (خَلْقُ ތަކުންގެ) އަޑުތައް ބިރުވެތިވެ މަޑުވެގެންވެއެވެ. لِلرَّحْمَـٰنِ = رحمن ވަންތަ ﷲ އަށް. فَلَا تَسْمَعُ = ކަލޭ ނުއަހާނެއެވެ. / ކަލޭގެފާނަށް އިވިވަޑައި ނުގަންނަވާނެއެވެ. إِلَّا هَمْسًا = ފައިއަޅާ އަޑުމެނުވީ.,(108) އެދުވަހުން މީސްތަކުން تبع ވާނީ ގޮވާ ބޭކަލަކާއެވެ. (އެއީ محشر ގެ ميدان އަށް އެއްވުމަށް ގޮވާ ބޭކަލެކެވެ.) އެއްވެސް ކަތިކަމަކާއިނުލައި ހަމަ ސީދާކަމާއިއެކު އެގޮވުމާތަބަޢަވާނެއެވެ. އަދި رحمن ވަންތަ ކަލާނގެ ރަސްކަންފުޅަށްޓަކައި އެންމެހައި خَلْقُ ތަކުންގެ އަޑުތައް ބިރުވެތިވެ މަޑުވެދާނެއެވެ. ފަހެ ހަމައެކަނި ފިޔަވަޅުއަޅާއަޑުމެނުވީ ކަލޭގެފާނު ނާއްސަވާނެއެވެ.
يَوْمَئِذٍ = އެދުވަހުން. لَّا تَنفَعُ الشَّفَاعَةُ = شَفَاعَة ގެ މަންފާ ނުކުރާނެއެވެ. إِلَّا مَنْ أَذِنَ لَهُ الرَّحْمَـٰنُ = رحمن ވަންތަ ކަލާނގެ އެމީހަކަށް إذْنَ ދެއްވިމީހެއްގެ މެނުވީ. وَرَضِيَ لَهُ قَوْلًا = އަދި ބަހުގެ ގޮތުން އެމީހަކަށް އެކަލާނގެ ރުހިވޮޑިގެންފައިވާ.,(109) شَفَاعة ތެރިވުމަށް އެމީހަކަށް رحمن ވަންތަ ﷲ إِذْنَ ދެއްވި މީހެއްގެ شَفَاعَة ން މެނުވީ، އެދުވަހުން شَفَاعَة ގެ މަންފާ ނުކުރާނެއެވެ. އަދި އެޔާއެކު އެ شَفَاعَة ތެރިވެވޭ މީހާއަކީ ބަހުގެގޮތުން އެކަލާނގެ ރުހިވޮޑިގެންވާ އަޅަކުކަމުގައި ވާންޖެހޭނެއެވެ. (އެބަހީ: ފުރިހަމަގޮތުގައި لا إله إلاّ ﷲ ކީ މީހަކުކަމުގައި ވާންޖެހޭނެއެވެ.)
يَعْلَمُ = އެކަލާނގެ ދެނެވޮޑިގެންވެއެވެ. مَا بَيْنَ أَيْدِيهِمْ = އެމީހުންގެ ކުރީގައިވާ ކަންތައް (قيامة ދުވަހުގެ ކަންތައް). وَمَا خَلْفَهُمْ = އަދި އެމީހުންގެ ފަހަތުގައިވާ ކަންތައް (އެއީ ދުނިޔޭގެ ކަންތަކެވެ.) وَلَا يُحِيطُونَ بِهِ عِلْمًا = އަދި އެކަލާނގެ ذات ފުޅާމެދު އެމީހުންނަކަށް އެއްވެސް އެނގުމެއް ނުވެއެވެ.,(110) އަދި އެމީހުންގެ ކުރީގައިވާ ކަންތަކާއި އަދި އެމީހުންގެ ފަހަތުގައިވާ ކަންތައް (އެބަހީ: އެމީހުންގެ آخرة ދުވަހުގެ ކަންތަކާއި އަދި އެމީހުންގެ ދުނިޔޭގެ ކަންތައް) އެކަލާނގެ ދެނެވޮޑިގެންވެއެވެ. އަދި އެކަލާނގެ ذَاتُ ފުޅާމެދު - އެކަލާނގެ ސިފަފުޅުތަކާއި إسم ފުޅުތަކާއިމެދު އެމީހުންގެ އެނގުން ނުފޯރައެވެ.
وَعَنَتِ الْوُجُوهُ = އަދި (خَلْقُ ތަކުންގެ) މޫނުތައް ދެރަވެ ނިކަމެތިވެގެންވެއެވެ. لِلْحَيِّ الْقَيُّومِ = ދިރިދެމިވޮޑިގެންވާ އަދި އަޅުތަކުންގެ ކަންތަކާއިގެން قائم ވެވޮޑިގެންވާ ކަލާނގެއަށް! وَقَدْ خَابَ = އަދި ހަމަކަށަވަރުން ގެއްލި ހަލާކުވެއްޖެއެވެ. مَنْ حَمَلَ ظُلْمًا = އަނިޔާއެއް އުފުލިމީހަކު / شِرك ކުރިމީހަކު.,(111) އަދި ދިރިދެމިވޮޑިގެންވާ އަދި އަޅުތަކުންގެ އެންމެހައި ކަންތަކާއިގެން قائم ވެވޮޑިގެންވާ ކަލާނގެއަށް އެންމެހައި މޫނުތަކެއް ދެރަވެ ނިކަމެތިވެގެންވެއެވެ. އަދި (قيامة ދުވަހުން) އަނިޔާއެއް އުފުލި މީހަކު ނުވަތަ شرك އެއް އުފުލި މީހަކު ހަމަކަށަވަރުން ގެއްލި ހަލާކުވެއްޖެއެވެ.
وَمَن يَعْمَلْ = އަދި عمل ކޮށްފިމީހާ. مِنَ الصَّالِحَاتِ = صالح عمل ގެތެރެއިން. وَهُوَ مُؤْمِنٌ = އެމީހާ إيمان ވެގެންވާ حال. فَلَا يَخَافُ ظُلْمًا = ފަހެ އަނިޔާއެއް ވެދާނޭކަމަށް އެމީހާއަކަށް ބިރެއްނެތެވެ. وَلَا هَضْمًا = އަދި (އޭނާގެ ހެޔޮ عمل ގެ ثواب ން) އުނިވެދާނޭކަމަށްވިޔަސް.,(112) އަދި އެމީހަކު އީމާންވެގެންވާ حال صالح عمل ން عمل ކޮށްފިމީހާ ދަންނައެވެ. ފަހެ އަނިޔާއެއް ލިބިދާނޭކަމަކަށް އޭނާއަކަށް ބިރެއްނެތެވެ. އަދި (އޭނާގެ ހެޔޮ عمل ގެ ثواب ން) އުނިވެދާނޭކަމުގެވިޔަސް ބިރެއްނެތެވެ.
وَكَذَٰلِكَ = އަދި އެފަދައިން. أَنزَلْنَاهُ = އެފޮތް ބާވައިލެއްވީމެވެ. قُرْآنًا عَرَبِيًّا = عرب ބަހުންވާ قرآن އަކަށް. وَصَرَّفْنَا فِيهِ = އަދި އެފޮތުގައި ތިމަންރަސްކަލާނގެ ތަފާތުގޮތްގޮތަށް بيان ކޮށްދިނީމެވެ. مِنَ الْوَعِيدِ = ބިރުވެރި وعد ތައް. ބިރުވެރިކަމުގެ ބަސްފުޅުތައް. لَعَلَّهُمْ يَتَّقُونَ = އެމީހުން ބިރުވެތިވުމަށްޓަކައި. أَوْ يُحْدِثُ لَهُمْ = ނުވަތަ އެކަލާނގެ އެމީހުންނަށް އުފައްދައިދެއްވުމަށް. ذِكْرًا = وعظ އާއި نصيحة.,(113) އެފަދައިންނެވެ. (އެބަހީ: އީމާންކަމުގެ أهل ވެރިންނަށް صالح عمل ކުރުމަށް ހިތްވަރުދެއްވައި އަދި ކާފަރުކަމުގެ أهل ވެރިންނަށް ބިރުވެރިކަމުގެ إنذار ކުރެއްވިފަދައިން) ތިމަންރަސްކަލާނގެ عرب ބަހުންވާ قرآن އެއްގެ ގޮތުގައި قرآن ބާވައިލެއްވީމެވެ. އަދި ތިމަންރަސްކަލާނގެ އެ قرآن ގައި وَعِيْدُ ގެ (އެބަހީ: ބިރުވެރިކަމުގެ وعد ތައް) ތަފާތު ގޮތްގޮތަށް އެކި عبارة ން ބަޔާންކޮށްދިނީމެވެ. އެއީ އެމީހުން ބިރުވެތިވޭތޯއެވެ. ނުވަތަ އެކަލާނގެ އެމީހުންނަށް وعظ އާއި نصيحة އުފައްދަވައިދެއްވުމަށެވެ.
فَتَعَالَى اللَّهُ = ފަހެ ﷲ تعالى މަތިވެރިވެވޮޑިގެންވެއެވެ. الْمَلِكُ الْحَقُّ = އެއީ ހުރިހާކަމެއްގެވެރި حقّ ވަންތަ ﷲ އެވެ. وَلَا تَعْجَلْ بِالْقُرْآنِ = އަދި قرآن އާއިގެން ކަލޭގެފާނު އަވަސްވެވަޑައި ނުގަންނަވާށެވެ. مِن قَبْلِ أَن يُقْضَىٰ إِلَيْكَ وَحْيُهُ = އެ قرآن ގެ وحي ކަލޭގެފާނުގެ އަރިހަށް އައިސް ނުނިމެނިސް. وَقُل = އަދި ކަލޭގެފާނު ވިދާޅުވާށެވެ. (ދަންނަވާށެވެ.) رَّبِّ زِدْنِي عِلْمًا = އޭ އަޅުގެ ربّ އެވެ. މިއަޅާއަށް علم އިތުރުކޮށްދެއްވާންދޭވެ.,(114) ފަހެ ﷲ تعالى (އެންމެހައި خلق ތަކުން ފިޔަވައި) މަތިވެރިވެވޮޑިގެންވެއެވެ. އެކަލާނގެއީ ހުރިހާކަމެއްގެ ވެރި مَالِك އެވެ. حقّ ވަންތަ ﷲ އެވެ. އަދި (އޭ رسول ﷲ އެވެ.) ކަލޭގެފާނަށް قرآن ގެ وحي ގެ ބަސްފުޅު ބާވައިލައްވާ ނުނިމެނިސް (ނުވަތަ އެބަސްފުޅުގެ މާނަތައް بيان ކޮށްނުދެއްވަނިސް) އެ قرآن އާއިގެން އަވަސްވެވަޑައިނުގަންނަވާށެވެ. (أصحاب ންނަށް އެބަސްފުޅެއް ވިދާޅުވެ ނުދެއްވާށެވެ.) އަދި ކަލޭގެފާނު ދަންނަވާށެވެ. އޭއަޅުގެ ربّ އެވެ. މިއަޅާއަށް علم އިތުރުކޮށްދެއްވާނދޭވެ.
وَلَقَدْ عَهِدْنَا = އަދި ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ أمر ކުރެއްވީމެވެ. إِلَىٰ آدَمَ = آدم عليه السّلام އަށް. مِن قَبْلُ = މީގެކުރިން. فَنَسِيَ = ފަހެ އެކަލޭގެފާނު ހަނދުމަފުޅުނެތިއްޖެއެވެ. وَلَمْ نَجِدْ لَهُ عَزْمًا = އަދި އެކަލޭގެފާނުންގެ ފަރާތްޕުޅުން ތިމަންރަސްކަލާނގެ عزم އެއް ދެކެވޮޑިނުގެންނެވީމެވެ.,(115) އަދި ހަމަކަށަވަރުން آدم ގެފާނަށް މީގެކުރީގައި ތިމަންރަސްކަލާނގެ عهد ކުރެއްވީމެވެ. أمر ކުރެއްވީމެވެ. ދެންފަހެ އެކަލޭގެފާނު އެ عهد ހަނދުމަފުޅުނެތިއްޖެއެވެ. (އެ عهد އަކީ ސުވަރުގޭގައިވާ ވަކިގަހަކުން ފަރީނުކުޅުއްވުމުގެ أمر ފުޅެވެ.) އަދި އެކަލޭގެފާނުންގެ ކިބައިން عهد އަށް ރައްކާތެރިވުމެއް ތިމަންރަސްކަލާނގެ ދެކެވޮޑިނުގަންނަވަމެވެ.
وَإِذْ قُلْنَا لِلْمَلَائِكَةِ = އަދި ތިމަންރަސްކަލާނގެ ملائكة ބޭކަލުންނަށް وحي ކުރެއްވިހިނދު. اسْجُدُوا لِآدَمَ = آدم ގެފާނަށް ތިޔަބޭކަލުން سجدة ކުރައްވާށެވެ. فَسَجَدُوا = ފަހެ އެބޭކަލުން سجدة ކުރެއްވިއެވެ. إِلَّا إِبْلِيسَ = އިބްލީސްމެނުވީ. أَبَىٰ = އޭނާ މަނާވެގެންފިއެވެ.,(116) އަދި ތިމަންރަސްކަލާނގެ ملائكة ބޭކަލުންނަށް އެންގެވީމެވެ. ތިޔަބޭކަލުން آدم عليه السّلام އަށް سجدة ކުރައްވާށެވެ. ފަހެ إبْلِيْس މެނުވީ އެހުރިހާ ބޭކަލުން سجدة ކުރެއްވިއެވެ. އަދި އެސޮރު އެކަމުން މަނާވެގަތީއެވެ.
فَقُلْنَا يَا آدَمُ = ފަހެ ތިމަންރަސްކަލާނގެ وحي ކުރެއްވީމެވެ. އޭ آدم އެވެ. إِنَّ هَـٰذَا عَدُوٌّ لَّكَ = ހަމަކަށަވަރުން މިއީ (މި إبليس މިއީ) ކަލޭގެފާނަށްވާ عدوّ އެކެވެ. وَلِزَوْجِكَ = އަދި ކަލޭގެފާނުންގެ އަނބިކަނބަލުންނަށާއި. فَلَا يُخْرِجَنَّكُمَا = އޭނާ ތިޔަދެކަނބަލުން ނެރެލިޔަނުދެއްވާށެވެ. مِنَ الْجَنَّةِ = ސުވަރުގެއިން. فَتَشْقَىٰ = ފަހެ އެހައިރުން ކަލޭގެފާނު ވަރުބަލިފުޅުވެދާނެއެވެ. / އަބާއްޖަވެރިވެވަޑައިގެންފާނެއެވެ.,(117) ދެންފަހެ ތިމަންރަސްކަލާނގެ وحي ކުރެއްވީމެވެ. އޭ آدم އެވެ. ހަމަކަށަވަރުން މިއީ - އެބަހީ: މި إبْلِيْس އަކީ - ކަލޭގެފާނަށާއި ކަލޭގެފާނުންގެ އަނބިކަނބަލުންނަށްވާ عَدُوّ އެކެވެ. ފަހެ އެސޮރު ތިޔަދެކަނބަލުން ސުވަރުގެއިން ނެރުނަ ނުދެއްވާށެވެ. އެހެންވެއްޖެއްޔާ - (އެބަހީ: ސުވަރުގެއިން ނެރެފިއްޔާ) ކަލޭގެފާނު ވަރުބަލިފުޅުވެދާނެއެވެ. (ދުނިޔޭގެ مَعِيْشَة ހޯއްދެވުމުގައި ލަހިވެދާނެއެވެ.)
